,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,lowglucoseflux,highglucoseflux
58,,r_0076,5'-nucleotidase (CMP),CMP[c] + H2O[c] => cytidine[c] + phosphate[c],3.1.3.-,YER037W or YGL224C,,,,,kegg.reaction/R00511;metanetx.reaction/MNXR102034;pmid/11934891;pmid/23670538;sbo/SBO:0000176,sce00760  Nicotinate and nicotinamide metabolism,,,11934891; 23670538,3.0,0.0,0.0
59,,r_0077,5'-nucleotidase (IMP),H2O[c] + IMP[c] => inosine[c] + phosphate[c],3.1.3.99,YOR155C,,,,,kegg.reaction/R01126;metanetx.reaction/MNXR102030;pmid/12735798;sbo/SBO:0000176,sce00230  Purine metabolism;sce00760  Nicotinate and nicotinamide metabolism,,,12735798,3.0,0.0,0.0
60,,r_0078,5'-nucleotidase (UMP),H2O[c] + UMP[c] => phosphate[c] + uridine[c],3.1.3.-,YER037W or YGL224C,,,,,kegg.reaction/R00963;metanetx.reaction/MNXR102032;pmid/11934891;pmid/23670538;sbo/SBO:0000176,sce00760  Nicotinate and nicotinamide metabolism,,,11934891; 23670538,3.0,0.0,0.0
61,,r_0079,5'-phosphoribosylformyl glycinamidine synthetase,5'-phosphoribosyl-N-formylglycineamide[c] + ATP[c] + H2O[c] + L-glutamine[c] => 5'-phosphoribosyl-N-formylglycineamidine[c] + ADP[c] + H+[c] + L-glutamate[c] + phosphate[c],6.3.5.3,YGR061C,,,,,kegg.reaction/R04463;metanetx.reaction/MNXR108904;sbo/SBO:0000176,sce00230  Purine metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,,,,2.0,0.018223246999999998,0.039439761000000004
62,,r_0080,"5,10-methylenetetrahydrofolate reductase (NADPH)","5,10-methylenetetrahydrofolate[c] + 2 H+[c] + NADPH[c] => 5-methyltetrahydrofolate[c] + NADP(+)[c]",1.5.1.20,YGL125W or YPL023C,,,,,kegg.reaction/R01224;metanetx.reaction/MNXR101752;pmid/21623372;sbo/SBO:0000176,sce00670  One carbon pool by folate;sce01200  Carbon metabolism,,,21623372,3.0,0.035379207,0.07656963900000001
63,,r_0081,5-aminolevulinate synthase,H+[m] + L-glycine[m] + succinyl-CoA[m] => 5-aminolevulinate[m] + carbon dioxide[m] + coenzyme A[m],2.3.1.37,YDR232W,,,,,kegg.reaction/R00830;metanetx.reaction/MNXR95695;sbo/SBO:0000176,"sce00260  Glycine, serine and threonine metabolism;sce00860  Porphyrin and chlorophyll metabolism;sce01110  Biosynthesis of secondary metabolites",,,,2.0,1.4262782e-06,3.0868302999999996e-06
64,,r_0082,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase",5-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] => 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c],3.6.1.52; 3.6.1.60,YOR163W,,,,,kegg.reaction/R05779;metanetx.reaction/MNXR103044;pmid/10419486;sbo/SBO:0000176,,,,10419486,3.0,0.0,0.0
65,,r_0083,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase",ATP[c] + H+[c] + myo-inositol hexakisphosphate[c] => 5-diphospho-1D-myo-inositol pentakisphosphate[c] + ADP[c],2.7.4.21,YDR017C,,,,,kegg.reaction/R09087;metanetx.reaction/MNXR101584;pmid/11956213;sbo/SBO:0000176,sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,,,11956213,3.0,0.0,0.0
66,,r_0084,5-formethyltetrahydrofolate cyclo-ligase,"5-formyltetrahydrofolic acid[c] + ATP[c] => 5,10-methenyl-THF[c] + ADP[c] + phosphate[c]",6.3.3.2,YER183C,,,,,kegg.reaction/R02301;metanetx.reaction/MNXR99668;sbo/SBO:0000176,sce00670  One carbon pool by folate,,,,2.0,0.0,0.0
67,,r_0085,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,5-methyltetrahydropteroyltri-L-glutamic acid[c] + L-homocysteine[c] => L-methionine[c] + tetrahydropteroyltri-L-glutamic acid[c],2.1.1.14,YER091C,,,,,kegg.reaction/R04405;metanetx.reaction/MNXR101555;pmid/3542720;sbo/SBO:0000176,sce00270  Cysteine and methionine metabolism;sce00450  Selenocompound metabolism;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids,,,3542720,3.0,0.0,0.0
68,,r_0086,5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,"S-methyl-5-thio-D-ribulose 1-phosphate[c] => 5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + H2O[c]",,YJR024C,,,,,kegg.reaction/R07392;metanetx.reaction/MNXR101445;pmid/14506228;sbo/SBO:0000176,,,,14506228,3.0,0.0,0.0
69,,r_0087,5-methylthioribose-1-phosphate isomerase,S-methyl-5-thio-alpha-D-ribose 1-phosphate[c] <=> S-methyl-5-thio-D-ribulose 1-phosphate[c],,YPR118W,,,,,kegg.reaction/R04420;metanetx.reaction/MNXR101759;pmid/14506228;sbo/SBO:0000176,,,,14506228,3.0,0.0,0.0
70,,r_0088,"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4","5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c] <=> 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]",2.7.4.21; 2.7.4.24,YLR410W,,,,,pmid/17412958;sbo/SBO:0000176,,,,17412958,3.0,0.0,0.0
71,,r_0089,"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4","5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c] <=> 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]",2.7.4.21; 2.7.4.24,YLR410W,,,,,pmid/17412958;sbo/SBO:0000176,,,,17412958,3.0,0.0,0.0
72,,r_0090,6-phosphofructo-2-kinase,"ATP[c] + D-fructose 6-phosphate[c] => ADP[c] + beta-D-fructose 2,6-bisphosphate[c] + H+[c]",2.7.1.105,YIL107C or YOL136C,,,,,metanetx.reaction/MNXR124534;sbo/SBO:0000176,sce00051  Fructose and mannose metabolism,,,,2.0,0.0,0.0
73,,r_0091,6-phosphogluconolactonase,"6-O-phosphono-D-glucono-1,5-lactone[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]",3.1.1.31,YGR248W or YHR163W,,,,,kegg.reaction/R02035;metanetx.reaction/MNXR102539;pmid/14454532;sbo/SBO:0000176,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,,,14454532,3.0,0.20598368,0.49283738
74,,r_0092,6PP-IP5 depyrophosphorylation to IP6,6-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] <=> 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c],2.7.4.21; 2.7.4.24; 3.6.1.52; 3.6.1.60,YLR410W or YOR163W,,,,,kegg.reaction/R05779;metanetx.reaction/MNXR103044;pmid/17412958;sbo/SBO:0000176,,,,17412958,3.0,0.0,0.0
75,,r_0093,"6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4","6-diphospho-1D-myo-inositol pentakisphosphate[c] + ATP[c] + 2 H+[c] => 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + ADP[c] + H2O[c]",2.7.4.21,YDR017C,,,,,pmid/17412958;sbo/SBO:0000176,sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,,,17412958,3.0,0.0,0.0
76,,r_0094,8-amino-7-oxononanoate synthase,L-alanine[c] + pimeloyl-CoA[c] => 8-amino-7-oxononanoate[c] + carbon dioxide[c] + coenzyme A[c] + 4 H+[c],,YAR069W-A or YHR214W-F,,,,,kegg.reaction/R03210;metanetx.reaction/MNXR95854;pmid/16269718;sbo/SBO:0000176,,,,16269718,3.0,0.0,0.0
77,,r_0095,acetaldehyde condensation,2 acetaldehyde[c] => (R)-acetoin[c],4.1.1.-; 4.1.1.1; 4.1.1.43; 4.1.1.74,YGR087C or YLR044C or YLR134W,,,,,metanetx.reaction/MNXR95211;pmid/12902239;sbo/SBO:0000176,Gluconeogenesis;sce00010  Glycolysis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,,,12902239,3.0,0.0,0.0
78,,r_0096,acetohydroxy acid isomeroreductase,"2-acetyllactic acid[m] + H+[m] + NADPH[m] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]",1.1.1.86,YLR355C,,,,,pmid/8972574;sbo/SBO:0000176,"sce00290  Valine, leucine and isoleucine biosynthesis;sce00770  Pantothenate and CoA biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",,,8972574,3.0,0.11488797,0.24864692
79,,r_0097,acetolactate synthase,H+[m] + 2 pyruvate[m] => 2-acetyllactic acid[m] + carbon dioxide[m],2.2.1.6,(YCL009C and YMR108W) or YMR108W,,,,,kegg.reaction/R00006;metanetx.reaction/MNXR106335;pmid/8972574;sbo/SBO:0000176,"sce00290  Valine, leucine and isoleucine biosynthesis;sce00650  Butanoate metabolism;sce00660  C5-Branched dibasic acid metabolism;sce00770  Pantothenate and CoA biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",,,8972574,3.0,0.11488797,0.24864692
80,,r_0099,acetyl-CoA ACP transacylase,acetyl-CoA[m] + ACP1[m] <=> acetyl-ACP[m] + coenzyme A[m],,YKL192C,,,,,kegg.reaction/R01624;metanetx.reaction/MNXR95376;pmid/15387819;sbo/SBO:0000176,sce00190  Oxidative phosphorylation,,,15387819,3.0,0.0,0.0
81,,r_0100,acetyl-CoA C-acyltransferase (palmitoyl-CoA),3-oxooctadecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + palmitoyl-CoA[p],2.3.1.16,YIL160C,,,,,metanetx.reaction/MNXR95204;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04146  Peroxisome",,,,2.0,0.0,0.0
82,,r_0101,acetyl-CoA C-acyltransferase (tetracosanoyl-CoA),3-oxohexacosanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + tetracosanoyl-CoA[p],2.3.1.16,YIL160C,,,,,metanetx.reaction/MNXR124343;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04146  Peroxisome",,,,2.0,0.0,0.0
83,,r_0102,acetyl-CoA C-acyltransferase (myristoyl-CoA),3-oxopalmitoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + myristoyl-CoA[p],2.3.1.16,YIL160C,,,,,kegg.reaction/R03991;metanetx.reaction/MNXR95203;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04146  Peroxisome",,,,2.0,0.0,0.0
84,,r_0103,acetyl-CoA C-acetyltransferase,2 acetyl-CoA[c] <=> acetoacetyl-CoA[c] + coenzyme A[c],2.3.1.9,YPL028W,,,,,metanetx.reaction/MNXR95194;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00072  Synthesis and degradation of ketone bodies;sce00280  Valine, leucine and isoleucine degradation;sce00310  Lysine degradation;sce00380  Tryptophan metabolism;sce00620  Pyruvate metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce00640  Propanoate metabolism;sce00650  Butanoate metabolism;sce00900  Terpenoid backbone biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01212  Fatty acid metabolism",,,,2.0,0.0,0.0
85,,r_0104,acetyl-CoA C-acetyltransferase,2 acetyl-CoA[m] <=> acetoacetyl-CoA[m] + coenzyme A[m],2.3.1.9,YPL028W,,,,,metanetx.reaction/MNXR95194;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00072  Synthesis and degradation of ketone bodies;sce00280  Valine, leucine and isoleucine degradation;sce00310  Lysine degradation;sce00380  Tryptophan metabolism;sce00620  Pyruvate metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce00640  Propanoate metabolism;sce00650  Butanoate metabolism;sce00900  Terpenoid backbone biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01212  Fatty acid metabolism",,,,2.0,0.039448643,0.085376939
86,,r_0105,acetyl-CoA C-acyltransferase (lauroyl-CoA),3-oxotetradecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + lauroyl-CoA[p],2.3.1.16,YIL160C,,,,,kegg.reaction/R03858;metanetx.reaction/MNXR95201;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04146  Peroxisome",,,,2.0,0.0,0.0
87,,r_0106,acetyl-CoA C-acyltransferase (octanoyl-CoA),3-oxodecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + octanoyl-CoA[p],2.3.1.16,YIL160C,,,,,kegg.reaction/R03778;metanetx.reaction/MNXR95198;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04146  Peroxisome",,,,2.0,0.0,0.0
88,,r_0107,acetyl-CoA C-acyltransferase (decanoyl-CoA),3-oxolauroyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + decanoyl-CoA[p],2.3.1.16,YIL160C,,,,,kegg.reaction/R04742;metanetx.reaction/MNXR95200;sbo/SBO:0000176,"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04146  Peroxisome",,,,2.0,0.0,0.0
89,,r_0108,acetyl-Coa carboxylase,acetyl-CoA[m] + ATP[m] + bicarbonate[m] => ADP[m] + H+[m] + malonyl-CoA[m] + phosphate[m],6.3.4.14; 6.4.1.2,YMR207C,,,,,kegg.reaction/R00742;metanetx.reaction/MNXR95219;pmid/14761959;sbo/SBO:0000176,sce00061  Fatty acid biosynthesis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,,,14761959,3.0,0.0,0.0
90,,r_0109,"acetyl-CoA carboxylase, reaction",acetyl-CoA[c] + ATP[c] + bicarbonate[c] => ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c],6.3.4.14,YDL141W and YNR016C,,,,,kegg.reaction/R00742;metanetx.reaction/MNXR95219;sbo/SBO:0000176,sce00061  Fatty acid biosynthesis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce00780  Biotin metabolism;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,,,,2.0,0.2110835,0.4568386
91,,r_0111,acetyl-CoA hydrolase,acetyl-CoA[m] + H2O[m] => acetate[m] + coenzyme A[m] + H+[m],3.1.2.1,YBL015W,,,,,kegg.reaction/R00227;metanetx.reaction/MNXR95363;sbo/SBO:0000176,sce00620  Pyruvate metabolism,,,,2.0,0.0,0.0
92,,r_0112,acetyl-CoA synthetase,acetate[c] + ATP[c] + coenzyme A[c] => acetyl-CoA[c] + AMP[c] + diphosphate[c],6.2.1.1,YAL054C or YLR153C,,,,,kegg.reaction/R00235;metanetx.reaction/MNXR95413;pmid/8910545;sbo/SBO:0000176,Gluconeogenesis;sce00010  Glycolysis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,,,8910545,3.0,0.24025055,0.51996354
93,,r_0113,acetyl-CoA synthetase,acetate[m] + ATP[m] + coenzyme A[m] => acetyl-CoA[m] + AMP[m] + diphosphate[m],6.2.1.1,YAL054C,,,,,kegg.reaction/R00235;metanetx.reaction/MNXR95413;sbo/SBO:0000176,Gluconeogenesis;sce00010  Glycolysis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,,,,2.0,0.0,0.0
94,,r_0114,acetyl-CoA synthetase nuclear,acetate[n] + ATP[n] + coenzyme A[n] => acetyl-CoA[n] + AMP[n] + diphosphate[n],6.2.1.1,YLR153C,,,,,kegg.reaction/R00235;metanetx.reaction/MNXR95413;pmid/16857587;sbo/SBO:0000176,Gluconeogenesis;sce00010  Glycolysis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,,,16857587,3.0,0.0,0.0
95,,r_0115,acetylglutamate kinase,ATP[m] + N-acetyl-L-glutamate[m] => ADP[m] + N-acetyl-L-gamma-glutamyl phosphate[m],1.2.1.38; 2.7.2.8,YER069W,,,,,kegg.reaction/R02649;metanetx.reaction/MNXR95256;sbo/SBO:0000176,sce00220  Arginine biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids,,,,2.0,0.066639117,0.14422407
96,,r_0116,acid phosphatase (secreted),FMN[e] + H2O[e] => phosphate[e] + riboflavin[e],3.1.3.2,YBR093C or YAR071W or YBR092C or YHR215W,,,,,kegg.reaction/R00548;metanetx.reaction/MNXR95393;pmid/13405892;sbo/SBO:0000176,sce00730  Thiamine metabolism;sce00740  Riboflavin metabolism;sce04111  Cell cycle - yeast,,,13405892,3.0,0.0,0.0
97,,r_0117,aconitase,"2-methylcitrate[m] <=> (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid[m]",4.2.1.79,YPR002W,,,,,metanetx.reaction/MNXR95385;pmid/16332871;sbo/SBO:0000176,sce00640  Propanoate metabolism,,,16332871,3.0,0.0,0.0
98,,r_0118,acteylornithine transaminase,2-acetamido-5-oxopentanoate[m] + L-glutamate[m] => 2-oxoglutarate[m] + N(2)-acetyl-L-ornithine[m],2.6.1.11,YOL140W,,,,,kegg.reaction/R02283;metanetx.reaction/MNXR95388;sbo/SBO:0000176,sce00220  Arginine biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids,,,,2.0,0.066639117,0.14422407
99,,r_0119,acyl carrier protein synthase,"coenzyme A[m] + H2O[m] => adenosine 3',5'-bismonophosphate[m] + 2 H+[m] + pantetheine 4'-phosphate[m]",2.7.8.7,YPL148C,,,,,metanetx.reaction/MNXR95402;sbo/SBO:0000176,,,,,2.0,0.0,0.0
100,,r_0120,acyl-CoA oxidase (decanoyl-CoA),decanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dec-2-enoyl-CoA[p],1.3.3.6,YGL205W,,,,,metanetx.reaction/MNXR127526;sbo/SBO:0000176,sce00071  Fatty acid degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism;sce04146  Peroxisome,,,,2.0,0.0,0.0
101,,r_0121,acyl-CoA oxidase (dodecanoyl-CoA),lauroyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dodec-2-enoyl-CoA[p],1.3.3.6,YGL205W,,,,,metanetx.reaction/MNXR95365;sbo/SBO:0000176,sce00071  Fatty acid degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism;sce04146  Peroxisome,,,,2.0,0.0,0.0
102,,r_0122,acyl-CoA oxidase (hexacosanoyl-CoA),hexacosanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-hexacos-2-enoyl-CoA[p],1.3.3.6,YGL205W,,,,,metanetx.reaction/MNXR124346;sbo/SBO:0000176,sce00071  Fatty acid degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism;sce04146  Peroxisome,,,,2.0,0.0,0.0
103,,r_0123,acyl-CoA oxidase (hexadecanoyl-CoA),oxygen[p] + palmitoyl-CoA[p] => hexadec-2-enoyl-CoA[p] + hydrogen peroxide[p],1.3.3.6,YGL205W,,,,,metanetx.reaction/MNXR95367;sbo/SBO:0000176,sce00071  Fatty acid degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism;sce04146  Peroxisome,,,,2.0,0.0,0.0
104,,r_0124,acyl-CoA oxidase (octadecanoyl-CoA),oxygen[p] + stearoyl-CoA[p] => hydrogen peroxide[p] + trans-octadec-2-enoyl-CoA[p],1.3.3.6,YGL205W,,,,,metanetx.reaction/MNXR95368;sbo/SBO:0000176,sce00071  Fatty acid degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism;sce04146  Peroxisome,,,,2.0,0.0,0.0
105,,r_0125,acyl-CoA oxidase (tetradecanoyl-CoA),myristoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-tetradec-2-enoyl-CoA[p],1.3.3.6,YGL205W,,,,,metanetx.reaction/MNXR95366;sbo/SBO:0000176,sce00071  Fatty acid degradation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism;sce04146  Peroxisome,,,,2.0,0.0,0.0
106,,r_0126,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",oleoyl-CoA[erm] + episterol[erm] <=> coenzyme A[erm] + episteryl oleate[erm],2.3.1.26,YCR048W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
107,,r_0127,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",oleoyl-CoA[erm] + ergosterol[erm] <=> coenzyme A[erm] + ergosteryl oleate[erm],2.3.1.26,YCR048W or YNR019W,,,,,metanetx.reaction/MNXR119161;pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0018353583,0.0039721842
108,,r_0128,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",oleoyl-CoA[erm] + fecosterol[erm] <=> coenzyme A[erm] + fecosteryl oleate[erm],2.3.1.26,YCR048W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
109,,r_0129,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane",oleoyl-CoA[erm] + lanosterol[erm] <=> coenzyme A[erm] + lanosteryl oleate[erm],2.3.1.26,YCR048W,,,,,metanetx.reaction/MNXR119159;pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
110,,r_0130,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",oleoyl-CoA[erm] + zymosterol[erm] <=> coenzyme A[erm] + zymosteryl oleate[erm],2.3.1.26,YCR048W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
111,,r_0131,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",palmitoleoyl-CoA(4-)[erm] + episterol[erm] <=> coenzyme A[erm] + episteryl palmitoleate[erm],2.3.1.26,YCR048W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
112,,r_0132,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",palmitoleoyl-CoA(4-)[erm] + ergosterol[erm] <=> coenzyme A[erm] + ergosteryl palmitoleate[erm],2.3.1.26,YCR048W or YNR019W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
113,,r_0133,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",palmitoleoyl-CoA(4-)[erm] + fecosterol[erm] <=> coenzyme A[erm] + fecosteryl palmitoleate[erm],2.3.1.26,YCR048W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
114,,r_0134,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",palmitoleoyl-CoA(4-)[erm] + lanosterol[erm] <=> coenzyme A[erm] + lanosteryl palmitoleate[erm],2.3.1.26,YCR048W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
115,,r_0135,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",palmitoleoyl-CoA(4-)[erm] + zymosterol[erm] <=> coenzyme A[erm] + zymosteryl palmitoleate[erm],2.3.1.26,YCR048W,,,,,pmid/10672016;sbo/SBO:0000176,sce00100  Steroid biosynthesis,,,10672016,3.0,0.0,0.0
116,,r_0137,"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3",6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[er] + palmitoyl-CoA[er] <=> 6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + coenzyme A[er],2.3.-.-,YJL091C,,,,,pmid/12714589;sbo/SBO:0000176,sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,,,12714589,3.0,0.0,0.0
