"","Chr","Start","End","Strand","Length","wt00_sorted.bam","wt02_sorted.bam","wt05_sorted.bam","wt10_sorted.bam","wt15_sorted.bam","wt20_sorted.bam","wt30_sorted.bam","wt45_sorted.bam"
"YDR105C","IV","665349","666770","-",1422,816,664,540,338,283,278,379,399
"YDR106W","IV","667004","667858","+",855,13,14,21,21,16,11,15,20
"YDR107C","IV","669016","671034","-",2019,278,203,183,225,210,211,278,362
"YDR108W","IV","671269","673365","+",2097,218,200,255,344,312,324,331,297
"YDR109C","IV","673520","675667","-",2148,188,185,305,255,231,277,306,265
"YDR110W","IV","676102","677802","+",1701,118,116,294,461,465,510,569,377
"YDR111C","IV","678241","679764","-",1524,1068,1001,551,225,197,239,501,531
"YDR113C","IV","680496","681617","-",1122,230,210,112,220,295,366,427,475
"YDR115W","IV","682175","682492","+",318,454,427,175,176,145,155,146,113
"YDR116C","IV","682724","683581","-",858,661,619,320,219,180,182,170,166
"YDR117C","IV","683946","685643","-",1698,350,420,530,580,539,601,694,559
"YDR118W","IV","685882","687840","+",1959,280,291,225,155,150,146,244,259
"YDR118W-A","IV","687768","687884","+",117,5,6,4,1,4,6,7,6
"YDR119W","IV","688227","690533","+",2307,356,307,621,931,757,815,1071,1007
"YDR119W-A","IV","691014","691214","+",201,1983,875,247,69,10,8,5,20
"YDR120C","IV","691549","693261","-",1713,33,39,198,678,818,1156,1712,926
"YDR121W","IV","693585","694175","+",591,62,63,111,240,295,311,384,269
"YDR122W","IV","694700","697894","+",3195,1565,1510,1193,889,639,504,595,758
"YDR123C","IV","698554","699468","-",915,57,32,150,342,267,314,337,186
"YDR124W","IV","700315","701289","+",975,41,28,34,52,48,34,52,60
"YDR125C","IV","701397","702758","-",1362,308,292,225,137,63,64,68,71
"YDR126W","IV","703234","704244","+",1011,68,64,86,86,75,77,98,73
"YDR127W","IV","704484","709250","+",4767,1129,1070,1080,2469,2758,2833,3587,3014
"YDR128W","IV","709549","712995","+",3447,936,806,884,860,636,600,803,632
"YDR129C","IV;IV","713340;715359","715247;715379","-;-",1929,5513,5307,4619,3291,2168,2001,2202,2250
"YDR130C","IV","715747","716622","-",876,246,244,157,234,207,226,220,226
"YDR131C","IV","716790","718460","-",1671,434,381,364,286,234,191,200,177
"YDR132C","IV","718816","720303","-",1488,299,331,246,144,114,134,133,103
"YDR133C","IV","720962","721297","-",336,3629,3605,3170,1299,712,1161,2026,2820
"YDR135C","IV","723004","727551","-",4548,1190,1051,1149,1553,1594,1490,1735,1703
"YDR137W","IV","728259","730250","+",1992,808,838,606,478,436,447,553,480
"YDR138W","IV","730578","732836","+",2259,253,266,443,480,362,401,507,403
"YDR139C","IV;IV","733618;733776","733702;733924","-;-",234,149,194,214,282,288,305,379,316
"YDR140W","IV","734138","734803","+",666,99,117,151,229,194,260,297,217
"YDR141C","IV","734901","739997","-",5097,1108,1032,966,1225,940,866,928,860
"YDR142C","IV","740473","741600","-",1128,459,375,233,242,142,114,158,111
"YDR143C","IV","742042","743874","-",1833,344,230,289,299,327,353,462,348
"YDR144C","IV","744311","746101","-",1791,24,33,169,447,538,781,1230,974
"YDR145W","IV","746738","748357","+",1620,1282,1240,1054,896,712,754,896,898
"YDR146C","IV","748613","750742","-",2130,340,291,185,724,802,982,1160,1002
"YDR147W","IV","751631","753235","+",1605,100,82,255,475,491,548,623,536
"YDR148C","IV","753675","755066","-",1392,3985,3450,2678,1563,980,793,686,792
"YDR150W","IV","755628","763874","+",8247,3826,3453,2736,1667,1148,1262,1397,1717
"YDR151C","IV","764178","765155","-",978,396,416,463,363,201,186,286,292
"YDR152W","IV","765706","766503","+",798,261,237,588,735,729,783,977,731
"YDR153C","IV","766736","767971","-",1236,754,712,892,949,622,591,587,532
"YDR154C","IV","768403","768753","-",351,246,239,267,206,151,156,185,233
"YDR155C","IV","768512","769000","-",489,1212,1149,1116,991,772,735,979,1274
"YDR156W","IV","769525","769938","+",414,24,30,146,188,157,216,235,147
"YDR157W","IV","769931","770332","+",402,4,0,12,19,5,19,9,14
"YDR158W","IV","770357","771454","+",1098,351,304,481,1221,1280,1687,3127,3457
"YDR159W","IV","771877","775782","+",3906,771,680,807,849,715,727,827,814
"YDR160W","IV","776163","778721","+",2559,542,477,570,516,339,260,278,266
"YDR161W","IV","779043","780206","+",1164,70,55,292,511,599,804,1182,622
"YDR162C","IV","780390","781100","-",711,465,444,347,353,339,254,284,215
"YDR163W","IV","781423","781950","+",528,338,359,352,359,260,218,227,195
"YDR164C","IV","782041","784215","-",2175,541,446,558,592,521,509,557,508
"YDR165W","IV","784871","786205","+",1335,61,76,315,852,917,1227,1529,803
"YDR166C","IV","786306","789221","-",2916,911,911,915,707,536,617,610,578
"YDR167W","IV","789449","790069","+",621,325,345,354,376,429,381,395,324
"YDR168W","IV","790328","791848","+",1521,2019,2205,1868,1477,1263,1228,1396,1164
"YDR169C","IV","792348","793889","-",1542,1179,1007,682,526,351,331,390,381
"YDR169C-A","IV","794574","794723","-",150,4,4,3,2,1,4,5,2
"YDR170C","IV","796193","802222","-",6030,1622,1592,1309,1715,1603,1925,2473,2527
"YDR170W-A","IV","803195","804517","+",1323,216,194,228,280,263,269,211,176
"YDR171W","IV","806621","807748","+",1128,9719,9182,6398,1814,356,122,148,473
"YDR172W","IV","808324","810381","+",2058,1326,1234,2044,2923,2649,3320,4172,3086
"YDR173C","IV","810565","811632","-",1068,277,209,138,119,88,86,119,132
"YDR174W","IV","812110","812850","+",741,1307,1203,1274,965,807,974,1233,1116
"YDR175C","IV","813193","814152","-",960,752,676,437,311,224,238,262,219
"YDR176W","IV","814452","816560","+",2109,761,730,637,615,572,628,771,814
"YDR177W","IV","816878","817525","+",648,737,836,616,645,597,637,728,593
"YDR178W","IV","817950","818495","+",546,2362,2130,1707,727,281,170,111,176
"YDR179C","IV","818708","819196","-",489,29,34,70,111,116,163,192,131
"YDR179W-A","IV","819433","820824","+",1392,55,54,116,199,210,257,257,190
"YDR180W","IV","821295","825776","+",4482,92,79,143,386,335,422,492,351
"YDR181C","IV","825910","827355","-",1446,313,326,388,346,306,265,319,302
"YDR182W","IV","827582","829057","+",1476,845,676,668,605,541,570,674,647
"YDR182W-A","IV","829151","829354","+",204,18,15,13,17,7,15,13,20
"YDR183W","IV","829585","830277","+",693,126,142,187,187,188,153,174,152
"YDR183C-A","IV","830397","830654","-",258,3,0,16,40,35,55,55,26
"YDR184C","IV","830629","831513","-",885,5,16,83,231,235,331,329,174
"YDR185C","IV","831934","832473","-",540,77,71,22,30,18,19,30,33
"YDR186C","IV","832859","835492","-",2634,1281,1159,1735,1865,1302,1235,1332,965
"YDR188W","IV","836421","838061","+",1641,926,840,1076,1247,1210,1431,1637,1343
"YDR189W","IV","838392","840392","+",2001,663,639,754,874,900,1026,1136,943
"YDR190C","IV","840604","841995","-",1392,434,409,987,1612,1651,1786,2023,1448
"YDR191W","IV","842337","843449","+",1113,57,58,102,109,103,108,79,71
"YDR192C","IV","843569","844861","-",1293,162,91,200,212,173,191,229,172
"YDR194C","IV","845952","847946","-",1995,745,808,1349,1366,1228,1161,1154,997
"YDR195W","IV","848599","850200","+",1602,325,309,521,382,323,286,403,350
"YDR196C","IV","850274","850999","-",726,1038,1121,730,410,304,248,292,286
"YDR197W","IV","851228","852397","+",1170,653,522,307,219,164,167,189,147
"YDR198C","IV","852533","853972","-",1440,119,121,214,274,220,271,273,187
"YDR200C","IV","854279","856093","-",1815,735,673,644,587,457,524,570,551
"YDR201W","IV","856317","856814","+",498,175,143,139,152,144,165,189,177
"YDR202C","IV","856898","857953","-",1056,1095,1162,718,322,208,171,224,286
"YDR204W","IV","858137","859144","+",1008,1630,1627,1268,563,280,216,177,197
"YDR205W","IV","859346","861520","+",2175,491,345,361,242,243,226,268,245
"YDR206W","IV","862054","864708","+",2655,557,531,919,1213,896,947,1052,851
"YDR207C","IV","865012","867522","-",2511,423,399,392,325,231,296,427,456
"YDR208W","IV","868224","870563","+",2340,1995,1722,1393,856,740,744,828,801
"YDR209C","IV","871036","871449","-",414,0,0,1,1,0,1,2,7
"YDR210W","IV","871074","871301","+",228,132,141,214,194,219,237,363,352
"YDR210W-B","IV","872112","877425","+",5314,957,1049,1031,1093,1248,1366,1329,1128
"YDR210C-D","IV","878659","883927","-",5269,1529,1476,1491,1559,1566,1830,1918,1762
"YDR211W","IV","884727","886865","+",2139,299,300,731,1702,1714,2059,2556,1693
"YDR212W","IV","887232","888911","+",1680,949,920,982,1282,1359,1585,1797,1522
"YDR213W","IV","889751","892492","+",2742,70,56,107,224,248,287,354,305
"YDR214W","IV","892875","893927","+",1053,1037,969,761,483,414,475,729,871
"YDR216W","IV","895035","899006","+",3972,4361,4129,2859,248,37,43,126,318
"YDR217C","IV","899551","903480","-",3930,199,207,395,613,655,737,851,643
"YDR218C","IV","903781","905052","-",1272,16,14,6,11,6,4,3,5
"YDR219C","IV","905455","906852","-",1398,953,788,509,323,335,360,383,453
"YDR220C","IV","907000","907293","-",294,7,7,6,5,3,4,5,7
"YDR221W","IV","907330","909438","+",2109,508,529,612,603,492,512,485,454
"YDR222W","IV","910054","911301","+",1248,9,7,69,203,196,196,230,266
"YDR223W","IV","912099","913502","+",1404,209,199,170,48,28,14,22,32
"YDR224C","IV","914317","914712","-",396,3612,3779,3861,2104,1142,1218,3423,5477
"YDR225W","IV","915530","915928","+",399,2767,2971,2741,1626,850,730,2469,4127
"YDR226W","IV","916486","917154","+",669,627,614,1142,2527,2996,3549,4611,3865
"YDR227W","IV","917571","921647","+",4077,572,579,701,951,821,871,980,863
"YDR228C","IV","921926","923806","-",1881,513,397,407,532,421,431,494,519
"YDR229W","IV","924785","926146","+",1362,952,867,652,381,252,265,281,322
"YDR231C","IV","926293","926910","-",618,933,841,371,159,102,73,90,127
"YDR232W","IV","927452","929098","+",1647,844,738,844,595,430,514,568,479
"YDR233C","IV","929470","930357","-",888,945,884,1208,1606,1319,1609,2540,2462
"YDR234W","IV","931129","933210","+",2082,75,115,286,555,562,959,1882,1105
"YDR235W","IV","933504","935138","+",1635,354,366,418,408,275,281,358,348
"YDR236C","IV","935236","935892","-",657,185,218,285,314,248,198,224,230
"YDR237W","IV","936615","937493","+",879,820,822,502,389,344,287,320,273
"YDR238C","IV","937895","940816","-",2922,1811,1734,1722,1830,1896,2452,3421,3110
"YDR239C","IV","941057","943420","-",2364,293,271,257,295,284,344,391,265
"YDR240C","IV","943674","945152","-",1479,97,83,191,242,193,223,212,193
"YDR241W","IV","945151","945438","+",288,14,20,21,27,18,23,24,16
"YDR242W","IV","946807","948456","+",1650,252,255,486,417,198,110,110,114
"YDR243C","IV","948518","950284","-",1767,145,130,172,202,215,264,272,162
"YDR244W","IV","950563","952401","+",1839,1461,1223,662,468,453,399,443,373
"YDR245W","IV","952800","953981","+",1182,338,346,569,788,741,970,1222,1072
"YDR246W","IV","954288","954947","+",660,396,410,299,165,140,130,108,128
"YDR246W-A","IV","955133","955333","+",201,5,7,4,1,2,1,8,6
"YDR247W","IV","956013","957398","+",1386,791,605,252,137,84,140,154,177
"YDR248C","IV","957758","958339","-",582,198,214,267,274,205,247,200,180
"YDR249C","IV","958681","959802","-",1122,30,29,107,100,93,111,132,83
"YDR251W","IV","960614","963106","+",2493,1979,1845,1648,1076,696,577,689,981
"YDR252W","IV","963412","963861","+",450,48,61,66,39,41,41,53,47
"YDR253C","IV","963990","964565","-",576,60,66,296,2011,872,83,7,8
"YDR254W","IV","965113","966489","+",1377,164,140,163,331,235,160,149,189
"YDR255C","IV","966557","967822","-",1266,1218,1156,473,268,138,83,84,108
"YDR256C","IV","968133","969680","-",1548,3746,3492,1237,104,29,19,35,40
"YDR257C","IV","969990","971474","-",1485,205,219,345,556,415,392,474,375
"YDR258C","IV","971808","974243","-",2436,5252,4464,2350,956,471,393,612,1100
"YDR259C","IV","974631","975782","-",1152,120,106,145,125,63,59,70,66
"YDR260C","IV","976717","977229","-",513,69,82,105,112,134,109,164,102
"YDR261C","IV","977521","979209","-",1689,236,222,310,562,547,758,964,1033
"YDR261W-B","IV","981462","986775","+",5314,968,903,1073,1045,1243,1349,1281,1064
"YDR261C-D","IV","987534","992349","-",4816,2754,2643,2568,2676,2714,2907,3515,3018
"tG(GCC)D2","IV","992832","992902","+",71,4,1,4,7,6,2,5,7
"YDR262W","IV","993134","993952","+",819,733,686,494,379,236,286,306,297
"YDR263C","IV","994242","995534","-",1293,57,48,40,50,59,72,151,236
"YDR264C","IV","996029","998323","-",2295,1794,1727,1995,1726,1166,1051,1490,1927
"YDR265W","IV","998864","999877","+",1014,458,483,469,243,150,147,137,157
"YDR266C","IV","1000104","1002023","-",1920,468,427,704,928,844,967,1115,872
"YDR267C","IV","1002510","1003502","-",993,181,197,242,297,269,303,332,280
"YDR268W","IV","1004004","1005143","+",1140,166,211,239,201,184,196,160,137
"YDR270W","IV","1005675","1008689","+",3015,529,464,754,800,269,233,376,786
"YDR272W","IV","1009010","1009834","+",825,2059,2166,1718,1297,985,782,741,565
"YDR273W","IV","1010176","1011273","+",1098,181,124,111,65,42,46,84,90
"YDR275W","IV","1012252","1012959","+",708,133,126,269,423,207,173,275,323
"YDR276C","IV","1013476","1013643","-",168,2226,2171,1811,1352,690,572,688,841
"YDR277C","IV","1014401","1015702","-",1302,1120,965,182,17,15,17,32,91
"YDR279W","IV","1019368","1020420","+",1053,234,218,256,392,413,435,462,337
"YDR280W","IV","1020747","1021664","+",918,199,189,378,425,378,387,446,392
"YDR281C","IV","1022007","1022321","-",315,0,2,24,293,621,856,1097,395
"YDR282C","IV","1023511","1024755","-",1245,487,538,352,200,165,142,148,145
"YDR283C","IV","1025070","1030049","-",4980,909,823,674,901,931,856,1047,947
"YDR284C","IV","1030550","1031419","-",870,668,751,647,514,364,343,390,480
"YDR285W","IV","1032436","1035063","+",2628,300,307,344,271,162,158,146,170
"YDR286C","IV","1035231","1035575","-",345,152,148,121,122,79,90,86,69
"YDR287W","IV","1035995","1036873","+",879,746,735,691,455,274,263,250,224
"YDR288W","IV","1037195","1038106","+",912,421,421,267,253,206,207,236,215
"YDR289C","IV","1038280","1039509","-",1230,662,637,476,369,404,319,367,337
"YDR291W","IV","1039728","1042961","+",3234,443,379,486,572,470,450,517,408
"YDR292C","IV","1043146","1045011","-",1866,756,785,829,885,946,1056,1320,1105
"YDR293C","IV","1045640","1049392","-",3753,5435,4675,3561,2547,1657,1456,1454,1649
"YDR294C","IV","1050459","1052228","-",1770,1275,1340,1492,1167,735,765,863,811
"YDR295C","IV","1052623","1054647","-",2025,364,328,439,502,409,368,399,380
"YDR296W","IV","1055212","1055892","+",681,918,873,426,261,224,198,195,172
"YDR297W","IV","1056551","1057600","+",1050,180,211,343,327,453,855,1261,762
"YDR298C","IV","1058176","1058814","-",639,1811,1884,1724,1257,742,620,558,688
"YDR299W","IV","1059627","1061231","+",1605,17,30,569,1111,1095,1423,1613,830
"YDR300C","IV","1061505","1062791","-",1287,50,41,181,470,622,723,973,632
"YDR301W","IV","1063352","1067425","+",4074,448,441,479,723,556,500,654,583
"YDR302W","IV","1067731","1068390","+",660,107,117,165,176,195,239,306,305
"YDR303C","IV","1068729","1071386","-",2658,432,412,557,990,800,907,1073,800
"YDR304C","IV","1071880","1072557","-",678,2112,2254,2003,1573,1235,1269,1479,1611
"YDR305C","IV;IV","1072746;1073402","1073312;1073488","-;-",654,290,286,223,211,191,165,177,182
"YDR306C","IV","1073735","1075171","-",1437,1173,1045,784,394,274,229,229,218
"YDR307W","IV","1075865","1077853","+",1989,567,520,448,425,378,352,512,497
"YDR308C","IV","1078027","1078449","-",423,176,175,229,207,193,180,190,157
"YDR309C","IV","1079048","1080199","-",1152,89,85,414,1100,694,792,997,895
"YDR310C","IV","1081128","1084316","-",3189,906,812,793,966,821,1039,1385,1111
"YDR311W","IV","1085065","1086993","+",1929,641,647,601,522,416,392,488,402
"YDR312W","IV","1087581","1088942","+",1362,96,95,335,524,539,636,679,354
"YDR313C","IV","1089219","1090079","-",861,442,362,212,189,133,118,148,155
"YDR314C","IV","1090433","1092511","-",2079,493,457,398,214,130,125,122,118
"YDR315C","IV","1092741","1093586","-",846,154,169,185,246,184,154,106,114
"YDR316W","IV","1093763","1095178","+",1416,915,817,488,433,326,285,287,289
"YDR316W-B","IV","1096064","1101332","+",5269,2051,1885,1908,2105,2108,2339,2694,2306
"YDR317W","IV","1102184","1103428","+",1245,16,16,32,25,14,23,24,13
"YDR318W","IV;IV","1103758;1103893","1103809;1104947","+;+",1107,174,188,212,200,177,153,158,185
"YDR319C","IV","1105003","1105827","-",825,337,301,391,328,218,182,182,193
"YDR320C","IV","1106095","1108101","-",2007,502,449,502,346,275,302,382,305
"YDR320C-A","IV","1108280","1108498","-",219,189,223,220,235,185,141,191,214
"YDR320W-B","IV","1108484","1108621","+",138,5,2,6,6,4,9,6,4
"YDR321W","IV","1108702","1109847","+",1146,75,84,213,376,404,642,1199,1196
"YDR322W","IV","1110589","1111692","+",1104,829,770,501,347,302,333,275,246
"YDR322C-A","IV","1112003","1112293","-",291,1691,1729,1402,1041,659,416,372,470
"YDR323C","IV","1112480","1114027","-",1548,185,204,256,173,150,141,167,142
"YDR324C","IV","1114433","1116763","-",2331,20,19,533,1223,1204,1608,1871,987
"YDR325W","IV","1117126","1120233","+",3108,169,142,235,497,486,600,673,584
"YDR326C","IV","1120609","1124925","-",4317,634,573,901,1384,982,1202,1335,1244
"YDR328C","IV","1125434","1126018","-",585,1509,1530,1499,1207,902,817,980,809
"YDR329C","IV","1126270","1127595","-",1326,1465,1579,1050,487,322,302,373,404
"YDR330W","IV","1127872","1129374","+",1503,1326,1259,945,427,252,195,215,223
"YDR331W","IV","1129588","1130823","+",1236,195,210,264,288,265,310,385,354
"YDR332W","IV","1131001","1133070","+",2070,490,434,383,256,187,192,233,200
"YDR333C","IV","1133260","1135431","-",2172,573,532,683,563,541,507,663,552
"YDR334W","IV","1135932","1140476","+",4545,1164,945,858,942,653,692,708,842
"YDR335W","IV","1141168","1144842","+",3675,2118,2024,1928,2012,1425,1115,994,1136
"YDR336W","IV","1145092","1146036","+",945,199,236,189,156,141,114,130,146
"YDR337W","IV","1146319","1147179","+",861,695,693,410,329,282,225,244,246
"YDR338C","IV","1147379","1149466","-",2088,565,431,298,227,179,179,239,208
"YDR339C","IV","1149951","1150520","-",570,117,153,302,503,379,418,459,310
"YDR340W","IV","1150881","1151183","+",303,3,2,4,3,4,2,2,5
"YDR341C","IV","1151803","1153626","-",1824,281,274,634,1346,1631,2323,4198,3952
"YDR342C","IV","1154216","1155928","-",1713,72694,51506,17928,2138,460,214,432,2662
"YDR343C","IV","1159608","1161320","-",1713,62971,43668,14910,1633,397,145,359,2020
"YDR344C","IV","1162006","1162449","-",444,5,1,1,1,3,3,5,5
"YDR345C","IV","1162957","1164660","-",1704,3712,2677,881,151,116,166,369,452
"YDR346C","IV","1167214","1168659","-",1446,576,496,805,1559,1719,2082,2507,2004
"YDR347W","IV","1169178","1170143","+",966,779,710,485,378,350,335,275,277
"YDR348C","IV","1170326","1171825","-",1500,441,403,509,591,557,616,652,557
