Compound,Pathways of compound,ChEBI,Molecular-Weight,KEGG,Object ID
CPD-15382,PWY-4101,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:48095'>48095</a>,180.157,,CPD-15382
GLY,PWY-5436 // GLYSYN-THR-PWY // GLYSYN-ALA-PWY // PWY-7559 // PWY-2161 // PWY66-385 // GLYSYN-PWY // SER-GLYSYN-PWY // PWY3O-230 // PWY-7910 // PWY-4061 // PWY-6842-1 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWYQT-4432 // PWY-7891 // TRNA-CHARGING-PWY // PWY-6909 // PWY-2201 // PWY3O-697 // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-5189 // PWY-5920 // PWY3O-50 // PWY-6121 // PWY-841 // GLUTATHIONESYN-PWY // PWY-4041 // PWY3O-114,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57305'>57305</a>,75.067d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a>,GLY
ASN,ASPARAGINE-BIOSYNTHESIS // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // ASPARAGINE-DEG1-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58048'>58048</a>,132.119d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00152'>C00152</a>,ASN
SER,SERSYN-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // PWY4FS-6 // TRNA-CHARGING-PWY // PWY-2201 // PWY-2161 // PWY66-385 // PWY3O-697 // GLYSYN-PWY // SER-GLYSYN-PWY // PWY3O-230 // SERDEG-PWY // SPHINGOLIPID-SYN-PWY // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY // PWY-801 // PWY-821 // PWY-6293 // PWY-5669,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33384'>33384</a>,105.093d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a>,SER
CYS,PWY-7559 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWYQT-4432 // PWY-7851 // TRNA-CHARGING-PWY // PWY-7888 // PWY0-1021 // PWY-7891 // LCYSDEG-PWY // PWY-7250 // GLUTATHIONESYN-PWY // PWY-4041 // PWY3O-114 // PWY-801 // PWY-821 // PWY-6293,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35235'>35235</a>,121.154d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a>,CYS
LACTALD,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-5458,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18041'>18041</a>,74.079,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00424'>C00424</a>,LACTALD
CPD-358,PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17167'>17167</a>,74.079,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00937'>C00937</a>,CPD-358
2-TRANS6-TRANS-FARNESOL,PWY-6859 // PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16619'>16619</a>,222.37,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01126'>C01126</a>,2-TRANS6-TRANS-FARNESOL
CPD-7978,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29452'>29452</a>,154.252,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09871'>C09871</a>,CPD-7978
GERANIOL,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17447'>17447</a>,154.252,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01500'>C01500</a>,GERANIOL
OXYGEN-MOLECULE,DETOX1-PWY // DETOX1-PWY-1 // PWY-723 // PHENYLALANINE-DEG1-PWY // PWY-7119 // PWY-6074 // PWY-5670 // PWY-7798 // SPHINGOLIPID-SYN-PWY // PWY-6075 // ERGOSTEROL-SYN-PWY // PWY-3781-1 // PWY-7340 // PWY-7339 // PWY-7338 // PWY-7337 // PWY-7291 // PWY3O-1801 // PWY-5905 // YEAST-FAO-PWY // PWY-7288 // PWY-6837 // PWY-5760 // HEME-BIOSYNTHESIS-II // PWY-5920 // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233 // PWY-5651 // NADSYN-PWY // PWY-7282 // PWY-5996 // PWY3O-64 // PWY3O-6 // PLPSAL-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15379'>15379</a>,31.999d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,OXYGEN-MOLECULE
NITRIC-OXIDE,PWY-7798,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16480'>16480</a>,30.006,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00533'>C00533</a>,NITRIC-OXIDE
HS,PWY-5277 // LCYSDEG-PWY // PWY-5344 // HSERMETANA-PWY // PWY-6293 // SO4ASSIM-PWY // PWY-821,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16136'>16136</a>,34.076d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00283'>C00283</a>,HS
CARBAMOYL-P,PWY-4984 // ARGSYNBSUB-PWY // PYRIMID-RNTSYN-PWY // PWY-7790,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58228'>58228</a>,139.004,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00169'>C00169</a>,CARBAMOYL-P
DIHYDROXYPHENYLGLYCOLALDEHYDE,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27852'>27852</a>,168.149,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05577'>C05577</a>,DIHYDROXYPHENYLGLYCOLALDEHYDE
CPD-782,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17612'>17612</a>,167.141,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01161'>C01161</a>,CPD-782
CPD-11879,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27637'>27637</a>,183.14,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05580'>C05580</a>,CPD-11879
CPD-18277,PWY-6348 // PWY-6952-1,,138.166,,CPD-18277
CPD-18276,PWY-6348 // PWY-6952-1,,138.166,,CPD-18276
BENZYL-ALCOHOL,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17987'>17987</a>,108.14d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00556'>C00556</a>,BENZYL-ALCOHOL
4-METHYLBENZYL-ALCOHOL,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1895'>1895</a>,122.166,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06757'>C06757</a>,4-METHYLBENZYL-ALCOHOL
3-METHYLBENZYL-ALCOHOL,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27995'>27995</a>,122.166,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07216'>C07216</a>,3-METHYLBENZYL-ALCOHOL
THREO-DS-ISO-CITRATE,PWY-7269 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5690 // GLYOXYLATE-BYPASS // PWY-7268 // PWY-7245,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15562'>15562</a>,189.101,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00451'>C00451</a>,THREO-DS-ISO-CITRATE
HOMO-I-CIT,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LYSINE-AMINOAD-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15404'>15404</a>,203.128,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05662'>C05662</a>,HOMO-I-CIT
HOMO-CIT,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LYSINE-AMINOAD-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58884'>58884</a>,203.128,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01251'>C01251</a>,HOMO-CIT
CPD-320,PWY-723,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:55327'>55327</a>,75.067,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18091'>C18091</a>,CPD-320
HOMO-CIS-ACONITATE,LYSINE-AMINOAD-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58174'>58174</a>,185.113,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04002'>C04002</a>,HOMO-CIS-ACONITATE
CPD-622,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58853'>58853</a>,203.128,,CPD-622
CPD-321,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57892'>57892</a>,118.069,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03071'>C03071</a>,CPD-321
CPD-618,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57429'>57429</a>,203.128,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04593'>C04593</a>,CPD-618
CPD-225,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15708'>15708</a>,171.086,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02341'>C02341</a>,CPD-225
CPD-1136,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57872'>57872</a>,185.113,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04225'>C04225</a>,CPD-1136
CIS-ACONITATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5690 // GLYOXYLATE-BYPASS,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16383'>16383</a>,171.086,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00417'>C00417</a>,CIS-ACONITATE
4-OH-4-ACETYL-2-OXOGLUTARATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58075'>58075</a>,217.112,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04115'>C04115</a>,4-OH-4-ACETYL-2-OXOGLUTARATE
OXALATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-7985,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30623'>30623</a>,88.02,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00209'>C00209</a>,OXALATE
MESACONATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36986'>36986</a>,128.084,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01732'>C01732</a>,MESACONATE
CHORISMATE,PWY-6163 // ARO-PWY // ALL-CHORISMATE-YEAST-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-6543 // PWY-6612 // FOLSYN-PWY // PWY3O-1874 // TYRSYN // PHESYN // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29748'>29748</a>,224.17,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a>,CHORISMATE
2-KETOGLUTARATE,PWY-7268 // GLUTSYNIII-PWY // GLUTAMATE-DEG1-PWY // GLUGLNSYN-PWY // PWY-6963 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // LYSDEGII-PWY // HISTSYN-PWY // ARG-PRO-PWY // PWY-5084 // TYRSYN // COMPLETE-ARO-YEAST-PWY // PWY-5754 // PWY-5886 // PWY3O-4108 // PWY-5079 // ANAPHENOXI-PWY // PHESYN // ILEUSYN-PWY // PWY-5078 // PWY3O-4109 // PWY-5076 // LEUSYN-PWY // PWY3O-4112 // PWY-5057 // VALSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-5690 // PWY-6536 // PWY-5081 // LYSINE-AMINOAD-PWY // ARGSYNBSUB-PWY // SERSYN-PWY // SER-GLYSYN-PWY // ALANINE-SYN2-PWY // ALANINE-DEG3-PWY // MALATE-ASPARTATE-SHUTTLE-PWY // ASPBIO-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16810'>16810</a>,144.084,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a>,2-KETOGLUTARATE
CPD-13094,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY-5143,,311.44,,CPD-13094
CPD-13093,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY-5143,,311.44,,CPD-13093
CPD-13092,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY-5143,,311.44,,CPD-13092
CPD-13091,PWY-5148 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-5143,,293.425,,CPD-13091
CPD-13090,PWY-5148 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-5143,,293.425,,CPD-13090
CPD-13089,PWY-5148 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-5143,,293.425,,CPD-13089
CPD0-1159,PWY-7292 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5143,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71590'>71590</a>,223.334,,CPD0-1159
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,PWY-6952-1 // PWY-7409,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16929'>16929</a>,215.142,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01233'>C01233</a>,L-1-GLYCEROPHOSPHORYLETHANOL-AMINE
L-1-GLYCERO-PHOSPHORYLCHOLINE,PWY-6952-1 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16870'>16870</a>,257.223,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D07349'>D07349</a>,L-1-GLYCERO-PHOSPHORYLCHOLINE
GLYCEROPHOSPHOGLYCEROL,PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61933'>61933</a>,245.146,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03274'>C03274</a>,GLYCEROPHOSPHOGLYCEROL
1-DEOXYNOJIRIMYCIN,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:44369'>44369</a>,164.181,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16843'>C16843</a>,1-DEOXYNOJIRIMYCIN
DIHYDROFOLATE,PWY-7210 // PWY-7184 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY66-385 // PWY3O-697 // PWY-7891,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57451'>57451</a>,441.402,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00415'>C00415</a>,DIHYDROFOLATE
ETHYLACETATE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27750'>27750</a>,88.106,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00849'>C00849</a>,ETHYLACETATE
CPD-19626,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31725'>31725</a>,130.186,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12296'>C12296</a>,CPD-19626
CPD-19628,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50569'>50569</a>,116.16,,CPD-19628
BETA-D-FRUCTOSE,PWY-621 // PWY-4101 // PWY3O-0,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28645'>28645</a>,180.157,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02336'>C02336</a>,BETA-D-FRUCTOSE
CPD-13346,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31328'>31328</a>,116.16,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12304'>C12304</a>,CPD-13346
CPD-6501,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52051'>52051</a>,150.177,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15513'>C15513</a>,CPD-6501
CPD-18998,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:40116'>40116</a>,102.133,,CPD-18998
XANTHURENATE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71201'>71201</a>,203.154,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02470'>C02470</a>,XANTHURENATE
XANTHINE,PWY0-1296 // SALVPURINE2-PWY // PWY3O-743 // PWY3O-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17712'>17712</a>,152.112d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00385'>C00385</a>,XANTHINE
WATER,DETOX1-PWY // DETOX1-PWY-1 // PWY-6163 // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // VALSYN-PWY // PHESYN // YEAST-FAO-PWY // PWY-7288 // PWY-7388 // TRPSYN-PWY // HEME-BIOSYNTHESIS-II // PWY-5905 // PWY-7036 // PWY-7286 // PWY-7283 // PWY-3781-1 // PWY-2161 // PWY66-385 // GLYSYN-PWY // PWY3O-230 // PWY-4081 // PWY-5670 // PWY-7910 // PWY-6075 // PWY3O-19 // PWY-6074 // PWY0-1587 // PHENYLALANINE-DEG1-PWY // SPHINGOLIPID-SYN-PWY // PWY-7230 // PWY-7235 // PWY-4621-1 // LYSDEGII-PWY // PWY-5754 // PWY-7282 // PWY-723 // PWY0-1280 // PWY0-1597 // PWY-7888 // PWY-6502 // LIPAS-PWY // PWY-7800 // ANAPHENOXI-PWY // PWY-4061 // PWY-6842-1 // PWY0-1535 // SERDEG-PWY // LCYSDEG-PWY // PWY-7985 // PWY-7918 // PWY-7891 // PWY-7856 // PWY-7798 // PWY-6859 // PWY-5456 // PWY-621 // PWY-7546 // PWY-5148 // PANTO-PWY // PWY-2201 // PWY-1722 // PWY-6613 // PWY3O-697 // PWY-6129 // ILEUSYN-PWY // PWY-7424 // PWY-7417 // PWY-7416 // PWY-7409 // PWY-7420 // PWY-7369 // PWY-7375 // PWY-6610 // PWY0-1296 // PWY3O-2220 // PWY-7194 // PWY-7193 // PWY3O-743 // PWY3O-1 // PWY-7233 // PWY-7367 // PWY-7366 // PWY-7357 // PWY-6899 // PWY-7340 // PWY-7339 // PWY-7338 // PWY-7337 // PWY-7292 // PWY-7291 // PROSYN-PWY // PROUT-PWY // PWY-5941 // PWY-6952-1 // PWY-6348 // PWY-6938 // PWY-5458 // PWY-7942 // PWY-5768 // PWY-7268 // PWY-5026 // PWY-6364 // SERSYN-PWY // SER-GLYSYN-PWY // PWY-6536 // PWY66-21 // PWY-5760 // PWY-6689 // PWY-6352 // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY3O-70 // PWY-6164 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY // PWY3O-48 // PWY-6147 // PWY-6612 // FOLSYN-PWY // PWY-922 // ERGOSTEROL-SYN-PWY // PWY-5910 // PWY-7118 // PWY-7119 // PWY-6909 // PWY-7227 // PWY-7229 // PWY-7210 // PWY-7226 // PWY-5921 // GLUGLNSYN-PWY // PWY-6963 // PWY-6466 // GLUTAMINDEG-PWY // ARGSYNBSUB-PWY // PWY-6168 // PWY-6908 // PWY-7356 // PWY3O-355 // PWY-5994 // PWY-5996 // PWY3O-1801 // PWY-3561 // PWY3O-64 // PWY3O-96 // PWY-6351 // PWY3O-402 // LIPASYN-PWY-1 // PWY3O-242 // PWY-7559 // PWY-4041 // PWYQT-4432 // PWY3O-114 // PWY-1801 // PWY-1801-YEAST // PWY-5703 // PWY-801 // PWY-6293 // PWY-7195 // PWY0-163 // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // TRIGLSYN-PWY // PWY-5651 // PWY-5653 // NADSYN-PWY // PWY4FS-8 // PWY-5269 // PWY-6124 // HOMOSER-THRESYN-PWY // PWY-4984 // ARG-PRO-PWY // PWY-7221 // PWY-7228 // SAM-PWY // GLUCONEO-YEAST-PWY // PWY-7790 // PWY66-423 // PWY-5697 // PWY-5694 // ALLANTOINDEG-PWY // LYSINE-AMINOAD-PWY // PWY-2301 // PWY3O-4107 // PERIPLASMA-NAD-DEGRADATION // PWY-6121 // PWY-841 // ASPARAGINE-BIOSYNTHESIS // SO4ASSIM-PWY // PWY-821 // PWY-5041 // METHIONINE-DEG1-PWY // PWY-5189 // PWY-5920 // PWY3O-50 // GLUTAMATE-DEG1-PWY // PWY-881 // TRESYN-PWY // PWY-5386-1 // ASPARAGINE-DEG1-PWY // PWY-6556 // HISTSYN-PWY // PWY-5690 // GLYOXYLATE-BYPASS // PWY-7185 // PYRIMID-RNTSYN-PWY // PWY-7177 // PWY-7176 // PWY-7196 // PWY-7208 // PWY0-1466 // PWY0-1182 // PWY-6981 // PLPSAL-PWY // PWY-7184 // GLUTSYNIII-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15377'>15377</a>,18.015d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,WATER
TRANS-23-DEHYDROADIPYL-COA,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71044'>71044</a>,888.606,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14144'>C14144</a>,TRANS-23-DEHYDROADIPYL-COA
CPD-21438,,,442.724,,CPD-21438
THIAMINE-PYROPHOSPHATE,PWY-6908 // PWY-7356 // PWY-6898 // PWY-7369 // PYRUVDEHYD-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58937'>58937</a>,422.288,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00068'>C00068</a>,THIAMINE-PYROPHOSPHATE
THIAMINE-P,PWY-7357 // PWY-7353 // PWY-6908 // PWY-7356,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37575'>37575</a>,343.317,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01081'>C01081</a>,THIAMINE-P
OBTUSIFOLIOL,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17791'>17791</a>,426.724,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01943'>C01943</a>,OBTUSIFOLIOL
SUCC-S-ALD,PWY-6536,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57706'>57706</a>,101.082,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00232'>C00232</a>,SUCC-S-ALD
SS-DIMETHYL-BETA-PROPIOTHETIN,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16457'>16457</a>,134.193,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04022'>C04022</a>,SS-DIMETHYL-BETA-PROPIOTHETIN
CPD-21439,,,440.708,,CPD-21439
SHIKIMATE-5P,PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:145989'>145989</a>,251.109,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03175'>C03175</a>,SHIKIMATE-5P
SHIKIMATE,PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36208'>36208</a>,173.145,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00493'>C00493</a>,SHIKIMATE
S-ADENOSYLMETHIONINAMINE,BSUBPOLYAMSYN-PWY // ARGSPECAT-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57443'>57443</a>,356.442,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01137'>C01137</a>,S-ADENOSYLMETHIONINAMINE
RX,PWY-4061 // PWY-6842-1,,,,RX
R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE,PWY-7851,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59458'>59458</a>,399.332,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04352'>C04352</a>,R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE
QUINOLINATE,PWY-5653 // NADSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29959'>29959</a>,165.105,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03722'>C03722</a>,QUINOLINATE
PYRROLINE-HYDROXY-CARBOXYLATE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62612'>62612</a>,128.107,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04281'>C04281</a>,PYRROLINE-HYDROXY-CARBOXYLATE
PROPIONAMIDE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:45422'>45422</a>,73.094,,PROPIONAMIDE
