"Compound"	"Pathways of compound"	"ChEBI"	"Molecular-Weight"	"Common-Name"	"KEGG"	"Object ID"
L-ALPHA-ALANINE	PWY3O-4108 // PWY-5651 // NADSYN-PWY // PWY-5079 // PWY-7888 // PWY0-1021 // PWY-7891 // PWY-7250 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // GLYSYN-ALA-PWY // ALANINE-SYN2-PWY // ALANINE-DEG3-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57972'>57972</a>"	89.094d0	"L-alanine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a>"	"L-ALPHA-ALANINE"
CPD-17388	YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74304'>74304</a>"	1116.018	"(6Z,9Z,12Z,15Z,18Z,21Z)-3-oxotetracosahexaenoyl-CoA"		"CPD-17388"
LEU	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // PWY-5076 // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY3O-4112	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57427'>57427</a>"	131.174d0	"L-leucine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00123'>C00123</a>"	"LEU"
CPD-10283	PWY-7036 // YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71451'>71451</a>"	1100.059	"3-oxobehenoyl-CoA"		"CPD-10283"
CPD-22387	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:46081'>46081</a>"	306.274	"fluconazole"		"CPD-22387"
CPD-3607	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37627'>37627</a>"	180.157	"L-glucose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D09924'>D09924</a>"	"CPD-3607"
CPD-9247	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5143	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30827'>30827</a>"	281.457	"<i>cis</i>-vaccenate"		"CPD-9247"
THR	HOMOSER-THRESYN-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // PWY0-1587 // TRNA-CHARGING-PWY // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-5436 // GLYSYN-THR-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57926'>57926</a>"	119.12d0	"L-threonine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a>"	"THR"
GLN	PWY-7282 // GLNSYN-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // PWY-5921 // GLUGLNSYN-PWY // PWY-6963 // PWY-6466 // GLUTAMINDEG-PWY // PWY-7790 // ARGSYNBSUB-PWY // PWY-6543 // PWY-6612 // FOLSYN-PWY // PWY3O-1874 // PWY-5653 // NADSYN-PWY // PWY3O-4107 // HISTSYN-PWY // PWY-7221 // PWY-7228 // UDPNACETYLGALSYN-PWY // PWY-6981 // UDPNAGSYN-YEAST-PWY // PWY-6121 // PWY-841 // ASPARAGINE-BIOSYNTHESIS // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY // PWY-7185 // PYRIMID-RNTSYN-PWY // PWY-7177 // PWY-7176 // PWY-7196 // PWY-7208	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58359'>58359</a>"	146.146d0	"L-glutamine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a>"	"GLN"
GLYCERALD	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17378'>17378</a>"	90.079d0	"D-glyceraldehyde"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00577'>C00577</a>"	"GLYCERALD"
TYR	PHENYLALANINE-DEG1-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // TYRSYN // COMPLETE-ARO-YEAST-PWY // PWY-5754 // PWY-5886 // PWY3O-4108	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58315'>58315</a>"	181.191d0	"L-tyrosine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00082'>C00082</a>"	"TYR"
CPD-15382	PWY-4101	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:48095'>48095</a>"	180.157	"<i>keto</i>-D-fructose"		"CPD-15382"
GLY	PWY-5436 // GLYSYN-THR-PWY // GLYSYN-ALA-PWY // PWY-7559 // PWY-2161 // PWY66-385 // GLYSYN-PWY // SER-GLYSYN-PWY // PWY3O-230 // PWY-7910 // PWY-4061 // PWY-6842-1 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWYQT-4432 // PWY-7891 // TRNA-CHARGING-PWY // PWY-6909 // PWY-2201 // PWY3O-697 // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-5189 // PWY-5920 // PWY3O-50 // PWY-6121 // PWY-841 // GLUTATHIONESYN-PWY // PWY-4041 // PWY3O-114	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57305'>57305</a>"	75.067d0	"glycine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a>"	"GLY"
ASN	ASPARAGINE-BIOSYNTHESIS // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // ASPARAGINE-DEG1-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58048'>58048</a>"	132.119d0	"L-asparagine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00152'>C00152</a>"	"ASN"
SER	SERSYN-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // PWY4FS-6 // TRNA-CHARGING-PWY // PWY-2201 // PWY-2161 // PWY66-385 // PWY3O-697 // GLYSYN-PWY // SER-GLYSYN-PWY // PWY3O-230 // SERDEG-PWY // SPHINGOLIPID-SYN-PWY // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY // PWY-801 // PWY-821 // PWY-6293 // PWY-5669	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33384'>33384</a>"	105.093d0	"L-serine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a>"	"SER"
CYS	PWY-7559 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWYQT-4432 // PWY-7851 // TRNA-CHARGING-PWY // PWY-7888 // PWY0-1021 // PWY-7891 // LCYSDEG-PWY // PWY-7250 // GLUTATHIONESYN-PWY // PWY-4041 // PWY3O-114 // PWY-801 // PWY-821 // PWY-6293	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35235'>35235</a>"	121.154d0	"L-cysteine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a>"	"CYS"
LACTALD	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-5458	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18041'>18041</a>"	74.079	"(<i>S</i>)-lactaldehyde"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00424'>C00424</a>"	"LACTALD"
CPD-358	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17167'>17167</a>"	74.079	"(R)-lactaldehyde"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00937'>C00937</a>"	"CPD-358"
2-TRANS6-TRANS-FARNESOL	PWY-6859 // PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16619'>16619</a>"	222.37	"(<i>2E,6E</i>)-farnesol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01126'>C01126</a>"	"2-TRANS6-TRANS-FARNESOL"
CPD-7978	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29452'>29452</a>"	154.252	"nerol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09871'>C09871</a>"	"CPD-7978"
GERANIOL	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17447'>17447</a>"	154.252	"geraniol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01500'>C01500</a>"	"GERANIOL"
OXYGEN-MOLECULE	DETOX1-PWY // DETOX1-PWY-1 // PWY-723 // PHENYLALANINE-DEG1-PWY // PWY-7119 // PWY-6074 // PWY-5670 // PWY-7798 // SPHINGOLIPID-SYN-PWY // PWY-6075 // ERGOSTEROL-SYN-PWY // PWY-3781-1 // PWY-7340 // PWY-7339 // PWY-7338 // PWY-7337 // PWY-7291 // PWY3O-1801 // PWY-5905 // YEAST-FAO-PWY // PWY-7288 // PWY-6837 // PWY-5760 // HEME-BIOSYNTHESIS-II // PWY-5920 // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233 // PWY-5651 // NADSYN-PWY // PWY-7282 // PWY-5996 // PWY3O-64 // PWY3O-6 // PLPSAL-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15379'>15379</a>"	31.999d0	"oxygen"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>"	"OXYGEN-MOLECULE"
NITRIC-OXIDE	PWY-7798	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16480'>16480</a>"	30.006	"nitric oxide"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00533'>C00533</a>"	"NITRIC-OXIDE"
HS	PWY-5277 // LCYSDEG-PWY // PWY-5344 // HSERMETANA-PWY // PWY-6293 // SO4ASSIM-PWY // PWY-821	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16136'>16136</a>"	34.076d0	"hydrogen sulfide"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00283'>C00283</a>"	"HS"
CARBAMOYL-P	PWY-4984 // ARGSYNBSUB-PWY // PYRIMID-RNTSYN-PWY // PWY-7790	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58228'>58228</a>"	139.004	"carbamoyl phosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00169'>C00169</a>"	"CARBAMOYL-P"
DIHYDROXYPHENYLGLYCOLALDEHYDE	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27852'>27852</a>"	168.149	"3,4-dihydroxyphenylglycolaldehyde"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05577'>C05577</a>"	"DIHYDROXYPHENYLGLYCOLALDEHYDE"
CPD-782	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17612'>17612</a>"	167.141	"(3,4-dihydroxyphenyl)acetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01161'>C01161</a>"	"CPD-782"
CPD-11879	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27637'>27637</a>"	183.14	"3,4-dihydroxymandelate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05580'>C05580</a>"	"CPD-11879"
CPD-18277	PWY-6348 // PWY-6952-1		138.166	"3-(hydroxymethyl)-5-methylphenol"		"CPD-18277"
CPD-18276	PWY-6348 // PWY-6952-1		138.166	"5-(hydroxymethyl)-2-methylphenol"		"CPD-18276"
BENZYL-ALCOHOL	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17987'>17987</a>"	108.14d0	"benzyl alcohol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00556'>C00556</a>"	"BENZYL-ALCOHOL"
4-METHYLBENZYL-ALCOHOL	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1895'>1895</a>"	122.166	"4-methylbenzyl alcohol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06757'>C06757</a>"	"4-METHYLBENZYL-ALCOHOL"
3-METHYLBENZYL-ALCOHOL	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27995'>27995</a>"	122.166	"3-methylbenzyl alcohol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07216'>C07216</a>"	"3-METHYLBENZYL-ALCOHOL"
THREO-DS-ISO-CITRATE	PWY-7269 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5690 // GLYOXYLATE-BYPASS // PWY-7268 // PWY-7245	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15562'>15562</a>"	189.101	"D-<i>threo</i>-isocitrate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00451'>C00451</a>"	"THREO-DS-ISO-CITRATE"
HOMO-I-CIT	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LYSINE-AMINOAD-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15404'>15404</a>"	203.128	"(1<i>R</i>,2<i>S</i>)-homoisocitrate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05662'>C05662</a>"	"HOMO-I-CIT"
HOMO-CIT	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LYSINE-AMINOAD-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58884'>58884</a>"	203.128	"(2<i>R</i>)-homocitrate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01251'>C01251</a>"	"HOMO-CIT"
CPD-320	PWY-723	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:55327'>55327</a>"	75.067	"<i>aci</i>-nitroethane"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18091'>C18091</a>"	"CPD-320"
HOMO-CIS-ACONITATE	LYSINE-AMINOAD-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58174'>58174</a>"	185.113	"<i>cis</i>-homoaconitate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04002'>C04002</a>"	"HOMO-CIS-ACONITATE"
CPD-622	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58853'>58853</a>"	203.128	"(2<i>S</i>,3<i>S</i>)-2-methylcitrate"		"CPD-622"
CPD-321	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57892'>57892</a>"	118.069	"3-<i>aci</i>-nitropropanoate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03071'>C03071</a>"	"CPD-321"
CPD-618	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57429'>57429</a>"	203.128	"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04593'>C04593</a>"	"CPD-618"
CPD-225	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15708'>15708</a>"	171.086	"<i>trans</i>-aconitate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02341'>C02341</a>"	"CPD-225"
CPD-1136	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57872'>57872</a>"	185.113	"<i>cis</i>-2-methylaconitate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04225'>C04225</a>"	"CPD-1136"
CIS-ACONITATE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5690 // GLYOXYLATE-BYPASS	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16383'>16383</a>"	171.086	"<i>cis</i>-aconitate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00417'>C00417</a>"	"CIS-ACONITATE"
4-OH-4-ACETYL-2-OXOGLUTARATE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58075'>58075</a>"	217.112	"2-hydroxy-4-oxobutane-1,2,4-tricarboxylate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04115'>C04115</a>"	"4-OH-4-ACETYL-2-OXOGLUTARATE"
OXALATE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-7985	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30623'>30623</a>"	88.02	"oxalate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00209'>C00209</a>"	"OXALATE"
MESACONATE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36986'>36986</a>"	128.084	"mesaconate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01732'>C01732</a>"	"MESACONATE"
CHORISMATE	PWY-6163 // ARO-PWY // ALL-CHORISMATE-YEAST-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-6543 // PWY-6612 // FOLSYN-PWY // PWY3O-1874 // TYRSYN // PHESYN // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29748'>29748</a>"	224.17	"chorismate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a>"	"CHORISMATE"
2-KETOGLUTARATE	PWY-7268 // GLUTSYNIII-PWY // GLUTAMATE-DEG1-PWY // GLUGLNSYN-PWY // PWY-6963 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // LYSDEGII-PWY // HISTSYN-PWY // ARG-PRO-PWY // PWY-5084 // TYRSYN // COMPLETE-ARO-YEAST-PWY // PWY-5754 // PWY-5886 // PWY3O-4108 // PWY-5079 // ANAPHENOXI-PWY // PHESYN // ILEUSYN-PWY // PWY-5078 // PWY3O-4109 // PWY-5076 // LEUSYN-PWY // PWY3O-4112 // PWY-5057 // VALSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-5690 // PWY-6536 // PWY-5081 // LYSINE-AMINOAD-PWY // ARGSYNBSUB-PWY // SERSYN-PWY // SER-GLYSYN-PWY // ALANINE-SYN2-PWY // ALANINE-DEG3-PWY // MALATE-ASPARTATE-SHUTTLE-PWY // ASPBIO-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16810'>16810</a>"	144.084	"2-oxoglutarate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a>"	"2-KETOGLUTARATE"
CPD-13094	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY-5143		311.44	"(12Z,15Z)-9,10-dihydroxyoctadeca-12,15-dienoate"		"CPD-13094"
CPD-13093	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY-5143		311.44	"(9Z,12Z)-15,16-dihydroxyoctadeca-9,12-dienoate"		"CPD-13093"
CPD-13092	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY-5143		311.44	"(9Z,15Z)-12,13-dihydroxyoctadeca-9,15-dienoate"		"CPD-13092"
CPD-13091	PWY-5148 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-5143		293.425	"(9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate"		"CPD-13091"
CPD-13090	PWY-5148 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-5143		293.425	"(9Z,15Z)-12,13-epoxy-octadeca-9,15-dienoate"		"CPD-13090"
CPD-13089	PWY-5148 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-5143		293.425	"(12Z,15Z)-9,10-epoxyoctadeca-12,15-dienoate"		"CPD-13089"
CPD0-1159	PWY-7292 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY-5143	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71590'>71590</a>"	223.334	"(3E,5Z)-tetradecadienoate"		"CPD0-1159"
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	PWY-6952-1 // PWY-7409	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16929'>16929</a>"	215.142	"<i>sn</i>-glycero-3-phosphoethanolamine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01233'>C01233</a>"	"L-1-GLYCEROPHOSPHORYLETHANOL-AMINE"
L-1-GLYCERO-PHOSPHORYLCHOLINE	PWY-6952-1 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16870'>16870</a>"	257.223	"<i>sn</i>-glycero-3-phosphocholine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D07349'>D07349</a>"	"L-1-GLYCERO-PHOSPHORYLCHOLINE"
GLYCEROPHOSPHOGLYCEROL	PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61933'>61933</a>"	245.146	"glycerophosphoglycerol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03274'>C03274</a>"	"GLYCEROPHOSPHOGLYCEROL"
1-DEOXYNOJIRIMYCIN	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:44369'>44369</a>"	164.181	"1-deoxynojirimycin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16843'>C16843</a>"	"1-DEOXYNOJIRIMYCIN"
DIHYDROFOLATE	PWY-7210 // PWY-7184 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY66-385 // PWY3O-697 // PWY-7891	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57451'>57451</a>"	441.402	"7,8-dihydrofolate monoglutamate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00415'>C00415</a>"	"DIHYDROFOLATE"
ETHYLACETATE	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27750'>27750</a>"	88.106	"ethyl acetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00849'>C00849</a>"	"ETHYLACETATE"
CPD-19626	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31725'>31725</a>"	130.186	"3-methylbutyl acetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12296'>C12296</a>"	"CPD-19626"
CPD-19628	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50569'>50569</a>"	116.16	"isobutyl acetate"		"CPD-19628"
BETA-D-FRUCTOSE	PWY-621 // PWY-4101 // PWY3O-0	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28645'>28645</a>"	180.157	"&beta;-D-fructofuranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02336'>C02336</a>"	"BETA-D-FRUCTOSE"
CPD-13346	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31328'>31328</a>"	116.16	"butyl acetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12304'>C12304</a>"	"CPD-13346"
CPD-6501	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52051'>52051</a>"	150.177	"benzyl acetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15513'>C15513</a>"	"CPD-6501"
CPD-18998	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:40116'>40116</a>"	102.133	"propyl acetate"		"CPD-18998"
XANTHURENATE	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71201'>71201</a>"	203.154	"xanthurenate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02470'>C02470</a>"	"XANTHURENATE"
XANTHINE	PWY0-1296 // SALVPURINE2-PWY // PWY3O-743 // PWY3O-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17712'>17712</a>"	152.112d0	"xanthine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00385'>C00385</a>"	"XANTHINE"
